target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,9,>3x3.,"[3, 3]",>3x3.,0,-0.6827437281608582,2,False,"[3, 3]",2,9.0,True,True,2.0,1.0
9,False,9,>3x3.,"[3, 3]",>3.__,1,-1.0215425491333008,2,False,[3],1,3.0,False,False,1.0,1.0
10,False,A,>2x5.,"[2, 5]",>2x5.__,0,-0.06409769505262375,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,A,>2x5.,"[2, 5]",>2x2x5.,1,-3.196539878845215,2,False,"[2, 2, 5]",3,20.0,False,False,3.0,1.0
15,False,10,>3x5.,"[3, 5]",>3x5.__,0,-0.018240856006741524,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
15,False,10,>3x5.,"[3, 5]",>3x5x1.,1,-5.284510612487793,2,False,"[3, 5, 1]",3,15.0,True,False,2.0,0.6666666666666666
19,True,14,>14.,[19],>14.__,0,-0.44207900762557983,1,False,[19],1,19.0,True,True,1.0,1.0
19,True,14,>14.,[19],>7x2D.,1,-2.388465404510498,1,False,"[7, 43]",2,301.0,False,False,2.0,1.0
21,False,16,>3x7.,"[3, 7]",>3x7._,0,-0.0005065813893452287,2,False,"[3, 7]",2,21.0,True,True,2.0,1.0
21,False,16,>3x7.,"[3, 7]",>3x7.B,1,-9.210846900939941,2,False,"[3, 116]",2,348.0,False,False,1.0,0.5
22,False,17,>2xB.,"[2, 11]",>2xB.________,0,-0.16808517277240753,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,17,>2xB.,"[2, 11]",>2x2x2x2x2xB.,1,-3.5888209342956543,2,False,"[2, 2, 2, 2, 2, 11]",6,352.0,False,False,6.0,1.0
29,True,1E,>1E.,[29],>1E.__,0,-0.3192211985588074,1,False,[29],1,29.0,True,True,1.0,1.0
29,True,1E,>1E.,[29],>7x47.,1,-2.232110023498535,1,False,"[7, 67]",2,469.0,False,False,2.0,1.0
40,False,2A,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5.__,0,-0.37290599942207336,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
40,False,2A,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5x5.,1,-2.0557003021240234,4,False,"[2, 2, 2, 5, 5]",5,200.0,False,False,5.0,1.0
54,False,39,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3.,0,-0.4268626868724823,4,False,"[2, 3, 3, 3]",4,54.0,True,True,4.0,1.0
54,False,39,>2x3x3x3.,"[2, 3, 3, 3]",>2x2x3x3.,1,-1.265550971031189,4,False,"[2, 2, 3, 3]",4,36.0,False,False,4.0,1.0
68,False,48,>2x2x12.,"[2, 2, 17]",>2x2x12._____,0,-0.05779587849974632,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
68,False,48,>2x2x12.,"[2, 2, 17]",>2x2x2x2x2x2.,1,-3.3669207096099854,3,False,"[2, 2, 2, 2, 2, 2]",6,64.0,False,False,6.0,1.0
70,False,4A,>2x5x7.,"[2, 5, 7]",>2x5x7.__,0,-0.13926038146018982,3,False,"[2, 5, 7]",3,70.0,True,True,3.0,1.0
70,False,4A,>2x5x7.,"[2, 5, 7]",>2x2x5x7.,1,-2.1377482414245605,3,False,"[2, 2, 5, 7]",4,140.0,False,False,4.0,1.0
72,False,4C,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3.__,0,-0.034625034779310226,5,False,"[2, 2, 2, 3, 3]",5,72.0,True,True,5.0,1.0
72,False,4C,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3x3.,1,-4.276676654815674,5,False,"[2, 2, 2, 3, 3, 3]",6,216.0,False,False,6.0,1.0
74,False,4E,>2x27.,"[2, 37]",>2x27.___,0,-0.01467388216406107,2,False,"[2, 37]",2,74.0,True,True,2.0,1.0
74,False,4E,>2x27.,"[2, 37]",>2x2x3x5.,1,-4.505047798156738,2,False,"[2, 2, 3, 5]",4,60.0,False,False,4.0,1.0
91,False,61,>7xD.,"[7, 13]",>61._,0,-0.839575469493866,2,False,[91],1,91.0,True,False,0.0,0.0
91,False,61,>7xD.,"[7, 13]",>7xD.,1,-1.1698676347732544,2,False,"[7, 13]",2,91.0,True,True,2.0,1.0
100,False,6A,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5.,0,-0.8284614086151123,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,6A,>2x2x5x5.,"[2, 2, 5, 5]",>2x5x5x5.,1,-1.2575162649154663,4,False,"[2, 5, 5, 5]",4,250.0,False,False,4.0,1.0
105,False,70,>3x5x7.,"[3, 5, 7]",>3x5x7.__,0,-0.030194589868187904,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
105,False,70,>3x5x7.,"[3, 5, 7]",>3x3x5x7.,1,-3.5700197219848633,3,False,"[3, 3, 5, 7]",4,315.0,False,False,4.0,1.0
111,False,76,>3x27.,"[3, 37]",>3x27._,0,-5.137882544659078e-05,2,False,"[3, 37]",2,111.0,True,True,2.0,1.0
111,False,76,>3x27.,"[3, 37]",>3x27.B,1,-9.210391998291016,2,False,"[3, 566]",2,1698.0,False,False,1.0,0.5
113,True,78,>78.,[113],>78.__,0,-0.10461269319057465,1,False,[113],1,113.0,True,True,1.0,1.0
113,True,78,>78.,[113],>Dx8B.,1,-3.26838755607605,1,False,"[13, 131]",2,1703.0,False,False,2.0,1.0
116,False,7B,>2x2x1E.,"[2, 2, 29]",>2x2x1E._,0,-0.09049728512763977,3,False,"[2, 2, 29]",3,116.0,True,True,3.0,1.0
116,False,7B,>2x2x1E.,"[2, 2, 29]",>2x2x2x7.,1,-2.961362361907959,3,False,"[2, 2, 2, 7]",4,56.0,False,False,4.0,1.0
118,False,7D,>2x3E.,"[2, 59]",>2x3E._________,0,-0.12481114268302917,2,False,"[2, 59]",2,118.0,True,True,2.0,1.0
118,False,7D,>2x3E.,"[2, 59]",>2x2x2x2x2x2x2.,1,-3.820343017578125,2,False,"[2, 2, 2, 2, 2, 2, 2]",7,128.0,False,False,7.0,1.0
120,False,80,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3x5.,0,-0.1683465838432312,5,False,"[2, 2, 2, 3, 5]",5,120.0,True,True,5.0,1.0
120,False,80,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x3x5.__,1,-2.7715044021606445,5,False,"[2, 2, 3, 5]",4,60.0,False,False,4.0,1.0
124,False,84,>2x2x21.,"[2, 2, 31]",>2x2x21.,0,-0.1098165288567543,3,False,"[2, 2, 31]",3,124.0,True,True,3.0,1.0
124,False,84,>2x2x21.,"[2, 2, 31]",>2x2x41.,1,-2.780085325241089,3,False,"[2, 2, 61]",3,244.0,False,False,3.0,1.0
142,False,97,>2x4B.,"[2, 71]",>2x4B.__,0,-0.002822460141032934,2,False,"[2, 71]",2,142.0,True,True,2.0,1.0
142,False,97,>2x4B.,"[2, 71]",>2x2x2D.,1,-6.807192325592041,2,False,"[2, 2, 43]",3,172.0,False,False,3.0,1.0
145,False,9A,>5x1E.,"[5, 29]",>5x1E.,0,-0.00029705348424613476,2,False,"[5, 29]",2,145.0,True,True,2.0,1.0
145,False,9A,>5x1E.,"[5, 29]",>5.___,1,-8.903955459594727,2,False,[5],1,5.0,False,False,1.0,1.0
146,False,9B,>2x4D.,"[2, 73]",>2x4D.___,0,-0.0027763021644204855,2,False,"[2, 73]",2,146.0,True,True,2.0,1.0
146,False,9B,>2x4D.,"[2, 73]",>2x2x2x3.,1,-7.985268592834473,2,False,"[2, 2, 2, 3]",4,24.0,False,False,4.0,1.0
149,True,9E,>9E.,[149],>9E._,0,-0.2364753931760788,1,False,[149],1,149.0,True,True,1.0,1.0
149,True,9E,>9E.,[149],>BxD.,1,-2.023094892501831,1,False,"[11, 13]",2,143.0,False,False,2.0,1.0
151,True,A1,>A1.,[151],>A1.__,0,-0.5413948893547058,1,False,[151],1,151.0,True,True,1.0,1.0
151,True,A1,>A1.,[151],>7x18.,1,-1.8209397792816162,1,False,"[7, 23]",2,161.0,False,False,2.0,1.0
153,False,A3,>3x3x12.,"[3, 3, 17]",>3x3x12.,0,-0.0012124839704483747,3,False,"[3, 3, 17]",3,153.0,True,True,3.0,1.0
153,False,A3,>3x3x12.,"[3, 3, 17]",>3x3.___,1,-6.9647674560546875,3,False,"[3, 3]",2,9.0,False,False,2.0,1.0
157,True,A7,>A7.,[157],>A7.__,0,-0.365010142326355,1,False,[157],1,157.0,True,True,1.0,1.0
157,True,A7,>A7.,[157],>7x18.,1,-1.767255425453186,1,False,"[7, 23]",2,161.0,False,False,2.0,1.0
