target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,9,>3x3.,"[3, 3]",>3x3.__,0,-0.12206605076789856,2,False,"[3, 3]",2,9.0,True,True,2.0,1.0
9,False,9,>3x3.,"[3, 3]",>3x3x3.,1,-3.385293483734131,2,False,"[3, 3, 3]",3,27.0,False,False,3.0,1.0
10,False,A,>2x5.,"[2, 5]",>2x5.___,0,-0.0407109297811985,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,A,>2x5.,"[2, 5]",>2x5x11.,1,-3.5393781661987305,2,False,"[2, 5, 13]",3,130.0,False,False,3.0,1.0
15,False,13,>3x5.,"[3, 5]",>3x5.___,0,-0.007565829902887344,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
15,False,13,>3x5.,"[3, 5]",>3x5x11.,1,-5.196508884429932,2,False,"[3, 5, 13]",3,195.0,False,False,3.0,1.0
19,True,17,>17.,[19],>17.__,0,-0.0003465116024017334,1,False,[19],1,19.0,True,True,1.0,1.0
19,True,17,>17.,[19],>5x3B.,1,-9.05335521697998,1,False,"[5, 47]",2,235.0,False,False,2.0,1.0
21,False,19,>3x7.,"[3, 7]",>3x7.,0,-0.0006782232667319477,2,False,"[3, 7]",2,21.0,True,True,2.0,1.0
21,False,19,>3x7.,"[3, 7]",>3xB.,1,-8.469122886657715,2,False,"[3, 11]",2,33.0,False,False,2.0,1.0
22,False,1A,>2xB.,"[2, 11]",>2xB.,0,-0.0003816606185864657,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,1A,>2xB.,"[2, 11]",>2x7.,1,-8.503243446350098,2,False,"[2, 7]",2,14.0,False,False,2.0,1.0
29,True,25,>25.,[29],>25._,0,-0.00012325786519795656,1,False,[29],1,29.0,True,True,1.0,1.0
29,True,25,>25.,[29],>25.7,1,-9.210463523864746,1,False,[355],1,355.0,False,False,0.0,0.0
40,False,34,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5.___,0,-0.0004049349809065461,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
40,False,34,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5x11.,1,-8.94328784942627,4,False,"[2, 2, 2, 5, 13]",5,520.0,False,False,5.0,1.0
54,False,46,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3.__,0,-0.0017172000370919704,4,False,"[2, 3, 3, 3]",4,54.0,True,True,4.0,1.0
54,False,46,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3x3.,1,-7.014334678649902,4,False,"[2, 3, 3, 3, 3]",5,162.0,False,False,5.0,1.0
68,False,58,>2x2x15.,"[2, 2, 17]",>2x2x15.,0,-5.447832518257201e-05,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
68,False,58,>2x2x15.,"[2, 2, 17]",>2x3x15.,1,-11.34469223022461,3,False,"[2, 3, 17]",3,102.0,False,False,3.0,1.0
70,False,5A,>2x5x7.,"[2, 5, 7]",>2x5x7._,0,-0.00010061077773571014,3,False,"[2, 5, 7]",3,70.0,True,True,3.0,1.0
70,False,5A,>2x5x7.,"[2, 5, 7]",>2x5x7.7,1,-9.210440635681152,3,False,"[2, 5, 91]",3,910.0,False,False,2.0,0.6666666666666666
72,False,60,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3.,0,-0.12724629044532776,5,False,"[2, 2, 2, 3, 3]",5,72.0,True,True,5.0,1.0
72,False,60,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3.__,1,-2.617058753967285,5,False,"[2, 2, 2, 3]",4,24.0,False,False,4.0,1.0
74,False,62,>2x31.,"[2, 37]",>2x31.,0,-5.841175152454525e-05,2,False,"[2, 37]",2,74.0,True,True,2.0,1.0
74,False,62,>2x31.,"[2, 37]",>3x31.,1,-10.5244140625,2,False,"[3, 37]",2,111.0,False,False,2.0,1.0
91,False,77,>7x11.,"[7, 13]",>7x11.,0,-0.0068925004452466965,2,False,"[7, 13]",2,91.0,True,True,2.0,1.0
91,False,77,>7x11.,"[7, 13]",>77.__,1,-5.352604866027832,2,False,[91],1,91.0,True,False,0.0,0.0
100,False,84,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5.___,0,-0.0002442441473249346,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,84,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5x11.,1,-8.687774658203125,4,False,"[2, 2, 5, 5, 13]",5,1300.0,False,False,5.0,1.0
105,False,89,>3x5x7.,"[3, 5, 7]",>3x5x7._,0,-0.00010216041846433654,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
105,False,89,>3x5x7.,"[3, 5, 7]",>3x5x7.7,1,-9.210442543029785,3,False,"[3, 5, 91]",3,1365.0,False,False,2.0,0.6666666666666666
111,False,93,>3x31.,"[3, 37]",>3x31._,0,-7.343165634665638e-05,2,False,"[3, 37]",2,111.0,True,True,2.0,1.0
111,False,93,>3x31.,"[3, 37]",>3x31.7,1,-9.210413932800293,2,False,"[3, 451]",2,1353.0,False,False,1.0,0.5
113,True,95,>95.,[113],>95.__,0,-0.0004036811296828091,1,False,[113],1,113.0,True,True,1.0,1.0
113,True,95,>95.,[113],>5x11.,1,-8.583047866821289,1,False,"[5, 13]",2,65.0,False,False,2.0,1.0
116,False,98,>2x2x25.,"[2, 2, 29]",>2x2x25.__,0,-0.00027988600777462125,3,False,"[2, 2, 29]",3,116.0,True,True,3.0,1.0
116,False,98,>2x2x25.,"[2, 2, 29]",>2x2x5x11.,1,-9.192193031311035,3,False,"[2, 2, 5, 13]",4,260.0,False,False,4.0,1.0
118,False,9A,>2x4B.,"[2, 59]",>2x4B.,0,-1.9311833966639824e-05,2,False,"[2, 59]",2,118.0,True,True,2.0,1.0
118,False,9A,>2x4B.,"[2, 59]",>3x4B.,1,-12.020659446716309,2,False,"[3, 59]",2,177.0,False,False,2.0,1.0
120,False,A0,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3x5.,0,-0.0035983524285256863,5,False,"[2, 2, 2, 3, 5]",5,120.0,True,True,5.0,1.0
120,False,A0,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3.__,1,-6.6926960945129395,5,False,"[2, 2, 2, 3]",4,24.0,False,False,4.0,1.0
124,False,A4,>2x2x27.,"[2, 2, 31]",>2x2x27.,0,-7.927331898827106e-05,3,False,"[2, 2, 31]",3,124.0,True,True,3.0,1.0
124,False,A4,>2x2x27.,"[2, 2, 31]",>3x2x27.,1,-10.90880298614502,3,False,"[3, 2, 31]",3,186.0,False,False,3.0,1.0
142,False,BA,>2x5B.,"[2, 71]",>2x5B.____,0,-0.0004827069351449609,2,False,"[2, 71]",2,142.0,True,True,2.0,1.0
142,False,BA,>2x5B.,"[2, 71]",>2x5x7x11.,1,-7.812614917755127,2,False,"[2, 5, 7, 13]",4,910.0,False,False,4.0,1.0
145,False,101,>5x25.,"[5, 29]",>5x25.,0,-0.11738324165344238,2,False,"[5, 29]",2,145.0,True,True,2.0,1.0
145,False,101,>5x25.,"[5, 29]",>101._,1,-2.2237701416015625,2,False,[145],1,145.0,True,False,0.0,0.0
146,False,102,>2x61.,"[2, 73]",>2x61.,0,-3.576244489522651e-05,2,False,"[2, 73]",2,146.0,True,True,2.0,1.0
146,False,102,>2x61.,"[2, 73]",>3x61.,1,-10.745326042175293,2,False,"[3, 73]",2,219.0,False,False,2.0,1.0
149,True,105,>105.,[149],>105.__,0,-0.0008788154227659106,1,False,[149],1,149.0,True,True,1.0,1.0
149,True,105,>105.,[149],>11x15.,1,-7.333333492279053,1,False,"[13, 17]",2,221.0,False,False,2.0,1.0
151,True,107,>107.,[151],>107._,0,-0.0005742626963183284,1,False,[151],1,151.0,True,True,1.0,1.0
151,True,107,>107.,[151],>5x2B.,1,-7.92455530166626,1,False,"[5, 35]",2,175.0,False,False,1.0,0.5
153,False,109,>3x3x15.,"[3, 3, 17]",>3x3x15.,0,-5.6385375501122326e-05,3,False,"[3, 3, 17]",3,153.0,True,True,3.0,1.0
153,False,109,>3x3x15.,"[3, 3, 17]",>3x2x15.,1,-10.92833423614502,3,False,"[3, 2, 17]",3,102.0,False,False,3.0,1.0
157,True,111,>111.,[157],>111.,0,-0.0005802055238746107,1,False,[157],1,157.0,True,True,1.0,1.0
157,True,111,>111.,[157],>1B1.,1,-7.961147308349609,1,False,[277],1,277.0,False,False,1.0,1.0
158,False,112,>2x67.,"[2, 79]",>2x67._,0,-9.906024934025481e-05,2,False,"[2, 79]",2,158.0,True,True,2.0,1.0
158,False,112,>2x67.,"[2, 79]",>2x67.7,1,-9.210439682006836,2,False,"[2, 955]",2,1910.0,False,False,1.0,0.5
165,False,119,>3x5xB.,"[3, 5, 11]",>3x5xB._,0,-0.00033507609623484313,3,False,"[3, 5, 11]",3,165.0,True,True,3.0,1.0
165,False,119,>3x5xB.,"[3, 5, 11]",>3x5xAB.,1,-8.62031364440918,3,False,"[3, 5, 131]",3,1965.0,False,False,3.0,1.0
166,False,11A,>2x6B.,"[2, 83]",>2x6B._,0,-4.303405876271427e-05,2,False,"[2, 83]",2,166.0,True,True,2.0,1.0
166,False,11A,>2x6B.,"[2, 83]",>2x6B.7,1,-9.210383415222168,2,False,"[2, 1003]",2,2006.0,False,False,1.0,0.5
167,True,11B,>11B.,[167],>11B._,0,-0.0006775906658731401,1,False,[167],1,167.0,True,True,1.0,1.0
167,True,11B,>11B.,[167],>7x15.,1,-7.932623386383057,1,False,"[7, 17]",2,119.0,False,False,2.0,1.0
179,True,12B,>12B.,[179],>12B.__,0,-0.007441350258886814,1,False,[179],1,179.0,True,True,1.0,1.0
179,True,12B,>12B.,[179],>5x5xB.,1,-5.441131114959717,1,False,"[5, 5, 11]",3,275.0,False,False,3.0,1.0
186,False,136,>2x3x27.,"[2, 3, 31]",>2x3x27.__,0,-0.00033113121753558517,3,False,"[2, 3, 31]",3,186.0,True,True,3.0,1.0
186,False,136,>2x3x27.,"[2, 3, 31]",>2x3xBx25.,1,-9.056157112121582,3,False,"[2, 3, 11, 29]",4,1914.0,False,False,4.0,1.0
195,False,143,>3x5x11.,"[3, 5, 13]",>3x5x11.,0,-3.2663167075952515e-05,3,False,"[3, 5, 13]",3,195.0,True,True,3.0,1.0
195,False,143,>3x5x11.,"[3, 5, 13]",>2x5x11.,1,-11.155014991760254,3,False,"[2, 5, 13]",3,130.0,False,False,3.0,1.0
211,True,157,>157.,[211],>157._,0,-0.0015010640490800142,1,False,[211],1,211.0,True,True,1.0,1.0
211,True,157,>157.,[211],>5x3B.,1,-7.219560146331787,1,False,"[5, 47]",2,235.0,False,False,2.0,1.0
212,False,158,>2x2x45.,"[2, 2, 53]",>2x2x45._,0,-1.788135341485031e-05,3,False,"[2, 2, 53]",3,212.0,True,True,3.0,1.0
212,False,158,>2x2x45.,"[2, 2, 53]",>2x2x45.7,1,-9.210358619689941,3,False,"[2, 2, 643]",3,2572.0,False,False,3.0,1.0
221,False,165,>11x15.,"[13, 17]",>11x15.,0,-0.13369308412075043,2,False,"[13, 17]",2,221.0,True,True,2.0,1.0
221,False,165,>11x15.,"[13, 17]",>105.__,1,-2.413173198699951,2,False,[149],1,149.0,False,False,1.0,1.0
223,True,167,>167.,[223],>167.__,0,-0.0004913986776955426,1,False,[223],1,223.0,True,True,1.0,1.0
223,True,167,>167.,[223],>11x17.,1,-7.886480331420898,1,False,"[13, 19]",2,247.0,False,False,2.0,1.0
227,True,16B,>16B.,[227],>16B._,0,-0.16765916347503662,1,False,[227],1,227.0,True,True,1.0,1.0
227,True,16B,>16B.,[227],>7x25.,1,-1.912468671798706,1,False,"[7, 29]",2,203.0,False,False,2.0,1.0
230,False,172,>2x5x1B.,"[2, 5, 23]",>2x5x1B.,0,-3.5404791560722515e-05,3,False,"[2, 5, 23]",3,230.0,True,True,3.0,1.0
230,False,172,>2x5x1B.,"[2, 5, 23]",>2x7x11.,1,-10.986050605773926,3,False,"[2, 7, 13]",3,182.0,False,False,3.0,1.0
242,False,182,>2xBxB.,"[2, 11, 11]",>2xBxB.__,0,-0.0010546088451519608,3,False,"[2, 11, 11]",3,242.0,True,True,3.0,1.0
242,False,182,>2xBxB.,"[2, 11, 11]",>2xBxBxB.,1,-6.900304317474365,3,False,"[2, 11, 11, 11]",4,2662.0,False,False,4.0,1.0
253,False,191,>Bx1B.,"[11, 23]",>Bx1B._,0,-0.4421123266220093,2,False,"[11, 23]",2,253.0,True,True,2.0,1.0
253,False,191,>Bx1B.,"[11, 23]",>37x67.,1,-1.2754360437393188,2,False,"[43, 79]",2,3397.0,False,False,2.0,1.0
256,False,194,>2x2x2x2x2x2x2x2.,"[2, 2, 2, 2, 2, 2, 2, 2]",>2x2x2x2x2x2x2x2._,0,-1.7338167428970337,8,False,"[2, 2, 2, 2, 2, 2, 2, 2]",8,256.0,True,True,8.0,1.0
256,False,194,>2x2x2x2x2x2x2x2.,"[2, 2, 2, 2, 2, 2, 2, 2]",>2x2x2x2x2x2x2x15.,1,-1.8303049802780151,8,False,"[2, 2, 2, 2, 2, 2, 2, 17]",8,2176.0,False,False,8.0,1.0
260,False,198,>2x2x5x11.,"[2, 2, 5, 13]",>2x2x5x11.,0,-0.00013827858492732048,4,False,"[2, 2, 5, 13]",4,260.0,True,True,4.0,1.0
260,False,198,>2x2x5x11.,"[2, 2, 5, 13]",>2x2x5x15.,1,-9.600374221801758,4,False,"[2, 2, 5, 17]",4,340.0,False,False,4.0,1.0
265,False,1A1,>5x45.,"[5, 53]",>5x45._,0,-0.0016581909731030464,2,False,"[5, 53]",2,265.0,True,True,2.0,1.0
265,False,1A1,>5x45.,"[5, 53]",>35x55.,1,-6.710875034332275,2,False,"[41, 65]",2,2665.0,False,False,1.0,0.5
272,False,1A8,>2x2x2x2x15.,"[2, 2, 2, 2, 17]",>2x2x2x2x15.,0,-6.68761131237261e-05,5,False,"[2, 2, 2, 2, 17]",5,272.0,True,True,5.0,1.0
272,False,1A8,>2x2x2x2x15.,"[2, 2, 2, 2, 17]",>2x2x3x15.__,1,-11.80474853515625,5,False,"[2, 2, 3, 17]",4,204.0,False,False,4.0,1.0
273,False,1A9,>3x7x11.,"[3, 7, 13]",>3x7x11.,0,-7.903311779955402e-05,3,False,"[3, 7, 13]",3,273.0,True,True,3.0,1.0
273,False,1A9,>3x7x11.,"[3, 7, 13]",>2x7x11.,1,-9.541354179382324,3,False,"[2, 7, 13]",3,182.0,False,False,3.0,1.0
275,False,1AB,>5x5xB.,"[5, 5, 11]",>5x5xB._,0,-0.021895352751016617,3,False,"[5, 5, 11]",3,275.0,True,True,3.0,1.0
275,False,1AB,>5x5xB.,"[5, 5, 11]",>5x5xAB.,1,-3.910099744796753,3,False,"[5, 5, 131]",3,3275.0,False,False,3.0,1.0
277,True,1B1,>1B1.,[277],>1B1._,0,-0.0015450482023879886,1,False,[277],1,277.0,True,True,1.0,1.0
277,True,1B1,>1B1.,[277],>7x37.,1,-6.647230625152588,1,False,"[7, 43]",2,301.0,False,False,2.0,1.0
278,False,1B2,>2xB7.,"[2, 139]",>2xB7._,0,-6.115290307207033e-05,2,False,"[2, 139]",2,278.0,True,True,2.0,1.0
278,False,1B2,>2xB7.,"[2, 139]",>2xB7.7,1,-9.21040153503418,2,False,"[2, 1675]",2,3350.0,False,False,1.0,0.5
281,True,1B5,>1B5.,[281],>1B5.,0,-4.410694964462891e-05,1,False,[281],1,281.0,True,True,1.0,1.0
281,True,1B5,>1B5.,[281],>1B._,1,-10.943519592285156,1,False,[23],1,23.0,False,False,1.0,1.0
283,True,1B7,>1B7.,[283],>1B7.,0,-1.4185835425450932e-05,1,False,[283],1,283.0,True,True,1.0,1.0
283,True,1B7,>1B7.,[283],>1B._,1,-11.761404037475586,1,False,[23],1,23.0,False,False,1.0,1.0
288,False,200,>2x2x2x2x2x3x3.,"[2, 2, 2, 2, 2, 3, 3]",>2x2x2x2x2x3x3.__,0,-0.3280460834503174,7,False,"[2, 2, 2, 2, 2, 3, 3]",7,288.0,True,True,7.0,1.0
288,False,200,>2x2x2x2x2x3x3.,"[2, 2, 2, 2, 2, 3, 3]",>2x2x2x2x2x3x3x3.,1,-1.418612003326416,7,False,"[2, 2, 2, 2, 2, 3, 3, 3]",8,864.0,False,False,8.0,1.0
294,False,206,>2x3x7x7.,"[2, 3, 7, 7]",>2x3x7x7.,0,-3.8504262192873284e-05,4,False,"[2, 3, 7, 7]",4,294.0,True,True,4.0,1.0
294,False,206,>2x3x7x7.,"[2, 3, 7, 7]",>2x3x41._,1,-10.598116874694824,4,False,"[2, 3, 49]",3,294.0,True,False,2.0,0.6666666666666666
299,False,20B,>11x1B.,"[13, 23]",>11x1B.,0,-0.00026103583513759077,2,False,"[13, 23]",2,299.0,True,True,2.0,1.0
