target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,10,>3x3.,"[3, 3]",>3x3.__,0,-0.01373713556677103,2,False,"[3, 3]",2,9.0,True,True,2.0,1.0
9,False,10,>3x3.,"[3, 3]",>3x3x3.,1,-4.432815074920654,2,False,"[3, 3, 3]",3,27.0,False,False,3.0,1.0
10,False,11,>2x5.,"[2, 5]",>2x5._,0,-0.0002127671759808436,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,11,>2x5.,"[2, 5]",>2x5.7,1,-9.210553169250488,2,False,"[2, 52]",2,104.0,False,False,1.0,0.5
15,False,16,>3x5.,"[3, 5]",>3x5.,0,-0.0005314371665008366,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
15,False,16,>3x5.,"[3, 5]",>3x3.,1,-8.70868968963623,2,False,"[3, 3]",2,9.0,False,False,2.0,1.0
19,True,21,>21.,[19],>21._,0,-0.09356051683425903,1,False,[19],1,19.0,True,True,1.0,1.0
19,True,21,>21.,[19],>5x3.,1,-3.0796141624450684,1,False,"[5, 3]",2,15.0,False,False,2.0,1.0
21,False,23,>3x7.,"[3, 7]",>3x7._,0,-0.00024007295724004507,2,False,"[3, 7]",2,21.0,True,True,2.0,1.0
21,False,23,>3x7.,"[3, 7]",>3x7.7,1,-9.210580825805664,2,False,"[3, 70]",2,210.0,False,False,1.0,0.5
22,False,24,>2x12.,"[2, 11]",>2x12.,0,-0.00042374388431198895,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,24,>2x12.,"[2, 11]",>23.__,1,-8.325927734375,2,False,[21],1,21.0,False,False,0.0,0.0
29,True,32,>32.,[29],>32._,0,-0.12393568456172943,1,False,[29],1,29.0,True,True,1.0,1.0
29,True,32,>32.,[29],>5x5.,1,-3.615518093109131,1,False,"[5, 5]",2,25.0,False,False,2.0,1.0
40,False,44,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5.,0,-0.03017171286046505,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
40,False,44,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x5.__,1,-4.805566310882568,4,False,"[2, 2, 5]",3,20.0,False,False,3.0,1.0
54,False,60,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3.,0,-0.09710957854986191,4,False,"[2, 3, 3, 3]",4,54.0,True,True,4.0,1.0
54,False,60,>2x3x3x3.,"[2, 3, 3, 3]",>2x3.____,1,-2.436523914337158,4,False,"[2, 3]",2,6.0,False,False,2.0,1.0
68,False,75,>2x2x18.,"[2, 2, 17]",>2x2x18._____,0,-0.03405060991644859,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
68,False,75,>2x2x18.,"[2, 2, 17]",>2x2x2x2x2x2.,1,-3.90378475189209,3,False,"[2, 2, 2, 2, 2, 2]",6,64.0,False,False,6.0,1.0
70,False,77,>2x5x7.,"[2, 5, 7]",>2x18._,0,-0.8543845415115356,3,False,"[2, 17]",2,34.0,False,False,2.0,1.0
70,False,77,>2x5x7.,"[2, 5, 7]",>2x5x7.,1,-1.0508543252944946,3,False,"[2, 5, 7]",3,70.0,True,True,3.0,1.0
72,False,80,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3.__,0,-0.08923348039388657,5,False,"[2, 2, 2, 3, 3]",5,72.0,True,True,5.0,1.0
72,False,80,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3x3.,1,-2.4847569465637207,5,False,"[2, 2, 2, 3, 3, 3]",6,216.0,False,False,6.0,1.0
74,False,82,>2x41.,"[2, 37]",>2x2x205.__,0,-0.791734516620636,2,False,"[2, 2, 167]",3,668.0,False,False,3.0,1.0
74,False,82,>2x41.,"[2, 37]",>2x2x2x104.,1,-2.184873580932617,2,False,"[2, 2, 2, 85]",4,680.0,False,False,3.0,0.75
91,False,111,>7x14.,"[7, 13]",>151.,0,-0.39360666275024414,2,False,[127],1,127.0,False,False,1.0,1.0
91,False,111,>7x14.,"[7, 13]",>111.,1,-1.9162464141845703,2,False,[91],1,91.0,True,False,0.0,0.0
100,False,121,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5._,0,-0.15437361598014832,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,121,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x2x14.,1,-1.9651305675506592,4,False,"[2, 2, 2, 13]",4,104.0,False,False,4.0,1.0
105,False,126,>3x5x7.,"[3, 5, 7]",>3x5x7.,0,-0.0001368441735394299,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
105,False,126,>3x5x7.,"[3, 5, 7]",>3x38._,1,-9.144697189331055,3,False,"[3, 35]",2,105.0,True,False,1.0,0.5
111,False,133,>3x41.,"[3, 37]",>3x41.,0,-0.000548451382201165,2,False,"[3, 37]",2,111.0,True,True,2.0,1.0
111,False,133,>3x41.,"[3, 37]",>3x21.,1,-7.518492698669434,2,False,"[3, 19]",2,57.0,False,False,2.0,1.0
113,True,135,>135.,[113],>135._,0,-0.10253333300352097,1,False,[113],1,113.0,True,True,1.0,1.0
113,True,135,>135.,[113],>5x21.,1,-2.91206431388855,1,False,"[5, 19]",2,95.0,False,False,2.0,1.0
116,False,138,>2x2x32.,"[2, 2, 29]",>2x2x32.___,0,-0.011518825776875019,3,False,"[2, 2, 29]",3,116.0,True,True,3.0,1.0
116,False,138,>2x2x32.,"[2, 2, 29]",>2x2x2x2x7.,1,-4.506563186645508,3,False,"[2, 2, 2, 2, 7]",5,112.0,False,False,5.0,1.0
118,False,141,>2x65.,"[2, 59]",>2x65._,0,-5.257010707282461e-05,2,False,"[2, 59]",2,118.0,True,True,2.0,1.0
118,False,141,>2x65.,"[2, 59]",>2x65.7,1,-9.210392951965332,2,False,"[2, 538]",2,1076.0,False,False,1.0,0.5
120,False,143,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3x5.__,0,-0.0008574372041039169,5,False,"[2, 2, 2, 3, 5]",5,120.0,True,True,5.0,1.0
120,False,143,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x2x3x5.,1,-7.731353759765625,5,False,"[2, 2, 2, 2, 3, 5]",6,240.0,False,False,6.0,1.0
124,False,147,>2x2x34.,"[2, 2, 31]",>2x2x34.__,0,-0.002022748813033104,3,False,"[2, 2, 31]",3,124.0,True,True,3.0,1.0
124,False,147,>2x2x34.,"[2, 2, 31]",>2x2x2x14.,1,-6.32636022567749,3,False,"[2, 2, 2, 13]",4,104.0,False,False,4.0,1.0
142,False,167,>2x78.,"[2, 71]",>2x78.___,0,-0.03703455626964569,2,False,"[2, 71]",2,142.0,True,True,2.0,1.0
142,False,167,>2x78.,"[2, 71]",>2x18x21.,1,-3.787497043609619,2,False,"[2, 17, 19]",3,646.0,False,False,3.0,1.0
145,False,171,>5x32.,"[5, 29]",>171._,0,-0.49820539355278015,2,False,[145],1,145.0,True,False,0.0,0.0
145,False,171,>5x32.,"[5, 29]",>5x32.,1,-1.0414104461669922,2,False,"[5, 29]",2,145.0,True,True,2.0,1.0
146,False,172,>2x81.,"[2, 73]",>2x81.__,0,-0.0016659925458952785,2,False,"[2, 73]",2,146.0,True,True,2.0,1.0
146,False,172,>2x81.,"[2, 73]",>2x5x14.,1,-7.066952228546143,2,False,"[2, 5, 13]",3,130.0,False,False,3.0,1.0
149,True,175,>175.,[149],>175._,0,-0.045431919395923615,1,False,[149],1,149.0,True,True,1.0,1.0
149,True,175,>175.,[149],>5x32.,1,-3.994014024734497,1,False,"[5, 29]",2,145.0,False,False,2.0,1.0
151,True,177,>177.,[151],>7x21.,0,-0.46374309062957764,1,False,"[7, 19]",2,133.0,False,False,2.0,1.0
151,True,177,>177.,[151],>177._,1,-1.4454193115234375,1,False,[151],1,151.0,True,True,1.0,1.0
153,False,180,>3x3x18.,"[3, 3, 17]",>3x3x18._,0,-1.5377958334283903e-05,3,False,"[3, 3, 17]",3,153.0,True,True,3.0,1.0
153,False,180,>3x3x18.,"[3, 3, 17]",>3x3x18.7,1,-9.210355758666992,3,False,"[3, 3, 160]",3,1440.0,False,False,2.0,0.6666666666666666
157,True,184,>184.,[157],>184.__,0,-0.5012484192848206,1,False,[157],1,157.0,True,True,1.0,1.0
157,True,184,>184.,[157],>5x5x7.,1,-1.4232995510101318,1,False,"[5, 5, 7]",3,175.0,False,False,3.0,1.0
