target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,9,>3x3.,"[3, 3]",>3x3.___,0,-0.0030959073919802904,2,False,"[3, 3]",2,9.0,True,True,2.0,1.0
9,False,9,>3x3.,"[3, 3]",>3x3x11.,1,-5.955262660980225,2,False,"[3, 3, 11]",3,99.0,False,False,3.0,1.0
10,False,10,>2x5.,"[2, 5]",>2x5.___,0,-0.6736505031585693,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,10,>2x5.,"[2, 5]",>2x5x11.,1,-0.7497116327285767,2,False,"[2, 5, 11]",3,110.0,False,False,3.0,1.0
15,False,15,>3x5.,"[3, 5]",>3x5x11.,0,-0.07321378588676453,2,False,"[3, 5, 11]",3,165.0,False,False,3.0,1.0
15,False,15,>3x5.,"[3, 5]",>3x5.___,1,-3.1016452312469482,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
19,True,19,>19.,[19],>19.,0,-0.00021098635625094175,1,False,[19],1,19.0,True,True,1.0,1.0
19,True,19,>19.,[19],>59.,1,-8.72927474975586,1,False,[59],1,59.0,False,False,1.0,1.0
21,False,21,>3x7.,"[3, 7]",>3x7.,0,-0.0026379639748483896,2,False,"[3, 7]",2,21.0,True,True,2.0,1.0
21,False,21,>3x7.,"[3, 7]",>211.,1,-7.008259296417236,2,False,[211],1,211.0,False,False,1.0,1.0
22,False,22,>2x11.,"[2, 11]",>2x11.__,0,-0.002246520947664976,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,22,>2x11.,"[2, 11]",>2x3x37.,1,-6.618776321411133,2,False,"[2, 3, 37]",3,222.0,False,False,3.0,1.0
29,True,29,>29.,[29],>29.___,0,-0.01191956177353859,1,False,[29],1,29.0,True,True,1.0,1.0
29,True,29,>29.,[29],>13x23.,1,-5.261392116546631,1,False,"[13, 23]",2,299.0,False,False,2.0,1.0
40,False,40,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x5x7.,0,-0.5893166661262512,4,False,"[2, 2, 5, 7]",4,140.0,False,False,4.0,1.0
40,False,40,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5.,1,-1.3732432126998901,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
54,False,54,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3.,0,-0.009068602696061134,4,False,"[2, 3, 3, 3]",4,54.0,True,True,4.0,1.0
54,False,54,>2x3x3x3.,"[2, 3, 3, 3]",>2x27.___,1,-5.472628593444824,4,False,"[2, 27]",2,54.0,True,False,1.0,0.5
68,False,68,>2x2x17.,"[2, 2, 17]",>2x2x17._,0,-0.0001978794753085822,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
68,False,68,>2x2x17.,"[2, 2, 17]",>2x2x177.,1,-9.119209289550781,3,False,"[2, 2, 177]",3,708.0,False,False,2.0,0.6666666666666666
70,False,70,>2x5x7.,"[2, 5, 7]",>2x5x7.___,0,-0.00039263107464648783,3,False,"[2, 5, 7]",3,70.0,True,True,3.0,1.0
70,False,70,>2x5x7.,"[2, 5, 7]",>2x5x7x11.,1,-8.833033561706543,3,False,"[2, 5, 7, 11]",4,770.0,False,False,4.0,1.0
72,False,72,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x23.,0,-0.13461199402809143,5,False,"[2, 2, 2, 3, 23]",5,552.0,False,False,5.0,1.0
72,False,72,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x29.,1,-2.60547137260437,5,False,"[2, 2, 2, 3, 29]",5,696.0,False,False,5.0,1.0
74,False,74,>2x37.,"[2, 37]",>2x37._,0,-4.4107160647399724e-05,2,False,"[2, 37]",2,74.0,True,True,2.0,1.0
74,False,74,>2x37.,"[2, 37]",>2x37.7,1,-9.210384368896484,2,False,"[2, 377]",2,754.0,False,False,1.0,0.5
91,False,91,>7x13.,"[7, 13]",>91.__,0,-0.32081669569015503,2,False,[91],1,91.0,True,False,0.0,0.0
91,False,91,>7x13.,"[7, 13]",>7x13.,1,-1.294124722480774,2,False,"[7, 13]",2,91.0,True,True,2.0,1.0
100,False,100,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5.,0,-0.02487475797533989,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,100,>2x2x5x5.,"[2, 2, 5, 5]",>2x5x5.__,1,-3.825963020324707,4,False,"[2, 5, 5]",3,50.0,False,False,3.0,1.0
105,False,105,>3x5x7.,"[3, 5, 7]",>3x5x7.__,0,-0.00041957051143981516,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
105,False,105,>3x5x7.,"[3, 5, 7]",>3x3x3x5.,1,-8.935312271118164,3,False,"[3, 3, 3, 5]",4,135.0,False,False,4.0,1.0
111,False,111,>3x37.,"[3, 37]",>3x37._,0,-0.0006745387800037861,2,False,"[3, 37]",2,111.0,True,True,2.0,1.0
111,False,111,>3x37.,"[3, 37]",>x3x37.,1,-8.37702751159668,2,False,[],0,,False,False,0.0,
113,True,113,>113.,[113],>113._,0,-0.04685567691922188,1,False,[113],1,113.0,True,True,1.0,1.0
113,True,113,>113.,[113],>7x13.,1,-4.279042720794678,1,False,"[7, 13]",2,91.0,False,False,2.0,1.0
116,False,116,>2x2x29.,"[2, 2, 29]",>2x2x29.___,0,-0.0008077205857262015,3,False,"[2, 2, 29]",3,116.0,True,True,3.0,1.0
116,False,116,>2x2x29.,"[2, 2, 29]",>2x2x3x3x3.,1,-7.501452445983887,3,False,"[2, 2, 3, 3, 3]",5,108.0,False,False,5.0,1.0
118,False,118,>2x59.,"[2, 59]",>2x59._,0,-1.966945274034515e-05,2,False,"[2, 59]",2,118.0,True,True,2.0,1.0
118,False,118,>2x59.,"[2, 59]",>2x59.7,1,-9.210360527038574,2,False,"[2, 597]",2,1194.0,False,False,1.0,0.5
120,False,120,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3x5.,0,-0.0009173178113996983,5,False,"[2, 2, 2, 3, 5]",5,120.0,True,True,5.0,1.0
120,False,120,>2x2x2x3x5.,"[2, 2, 2, 3, 5]",>2x2x2x3.__,1,-7.307129383087158,5,False,"[2, 2, 2, 3]",4,24.0,False,False,4.0,1.0
124,False,124,>2x2x31.,"[2, 2, 31]",>2x2x31.,0,-0.00011920570977963507,3,False,"[2, 2, 31]",3,124.0,True,True,3.0,1.0
124,False,124,>2x2x31.,"[2, 2, 31]",>2x2x11.,1,-9.957732200622559,3,False,"[2, 2, 11]",3,44.0,False,False,3.0,1.0
142,False,142,>2x71.,"[2, 71]",>2x71._,0,-4.1126539144897833e-05,2,False,"[2, 71]",2,142.0,True,True,2.0,1.0
142,False,142,>2x71.,"[2, 71]",>2x71.7,1,-9.210381507873535,2,False,"[2, 717]",2,1434.0,False,False,1.0,0.5
145,False,145,>5x29.,"[5, 29]",>5x29._,0,-3.111338082817383e-05,2,False,"[5, 29]",2,145.0,True,True,2.0,1.0
145,False,145,>5x29.,"[5, 29]",>5x29.7,1,-9.210371971130371,2,False,"[5, 297]",2,1485.0,False,False,1.0,0.5
146,False,146,>2x73.,"[2, 73]",>2x73.___,0,-0.0003783005231525749,2,False,"[2, 73]",2,146.0,True,True,2.0,1.0
146,False,146,>2x73.,"[2, 73]",>2x13x61.,1,-8.212445259094238,2,False,"[2, 13, 61]",3,1586.0,False,False,3.0,1.0
149,True,149,>149.,[149],>149._,0,-3.385516902199015e-05,1,False,[149],1,149.0,True,True,1.0,1.0
149,True,149,>149.,[149],>149.7,1,-9.210373878479004,1,False,[1497],1,1497.0,False,False,0.0,0.0
151,True,151,>151.,[151],>151._,0,-0.0002940592239610851,1,False,[151],1,151.0,True,True,1.0,1.0
151,True,151,>151.,[151],>7x23.,1,-8.494000434875488,1,False,"[7, 23]",2,161.0,False,False,2.0,1.0
153,False,153,>3x3x17.,"[3, 3, 17]",>3x3x17.,0,-0.000862836604937911,3,False,"[3, 3, 17]",3,153.0,True,True,3.0,1.0
153,False,153,>3x3x17.,"[3, 3, 17]",>173.___,1,-7.960184097290039,3,False,[173],1,173.0,False,False,1.0,1.0
157,True,157,>157.,[157],>157._,0,-0.0003680569352582097,1,False,[157],1,157.0,True,True,1.0,1.0
157,True,157,>157.,[157],>7x21.,1,-8.022708892822266,1,False,"[7, 21]",2,147.0,False,False,1.0,0.5
158,False,158,>2x79.,"[2, 79]",>2x79.__,0,-0.00034210048033855855,2,False,"[2, 79]",2,158.0,True,True,2.0,1.0
158,False,158,>2x79.,"[2, 79]",>2x7x17.,1,-8.566864967346191,2,False,"[2, 7, 17]",3,238.0,False,False,3.0,1.0
