target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,12,>3x3.,"[3, 3]",>2x41.,0,-1.1037724018096924,2,False,"[2, 29]",2,58,False,False,2,1.0
9,False,12,>3x3.,"[3, 3]",>12.__,1,-1.5999749898910522,2,False,[9],1,9,True,False,0,0.0
10,False,13,>2x5.,"[2, 5]",>2x5.______,0,-1.4750447273254395,2,False,"[2, 5]",2,10,True,True,2,1.0
10,False,13,>2x5.,"[2, 5]",>2x2x2x2x5.,1,-1.7371853590011597,2,False,"[2, 2, 2, 2, 5]",5,80,False,False,5,1.0
15,False,21,>3x5.,"[3, 5]",>2x10.,0,-0.5707855224609375,2,False,"[2, 7]",2,14,False,False,2,1.0
15,False,21,>3x5.,"[3, 5]",>3x5._,1,-1.9012824296951294,2,False,"[3, 5]",2,15,True,True,2,1.0
19,True,25,>25.,[19],>25.___,0,-1.056692123413086,1,False,[19],1,19,True,True,1,1.0
19,True,25,>25.,[19],>2x3x3.,1,-1.2107306718826294,1,False,"[2, 3, 3]",3,18,False,False,3,1.0
21,False,30,>3x10.,"[3, 7]",>30.____,0,-1.6207444667816162,2,False,[21],1,21,True,False,0,0.0
21,False,30,>3x10.,"[3, 7]",>2x2x56.,1,-2.1989293098449707,2,False,"[2, 2, 41]",3,164,False,False,3,1.0
22,False,31,>2x14.,"[2, 11]",>3x10._,0,-1.2585140466690063,2,False,"[3, 7]",2,21,False,False,2,1.0
22,False,31,>2x14.,"[2, 11]",>2x2x5.,1,-1.5286056995391846,2,False,"[2, 2, 5]",3,20,False,False,3,1.0
29,True,41,>41.,[29],>2x2x10.,0,-0.9265428781509399,1,False,"[2, 2, 7]",3,28,False,False,3,1.0
29,True,41,>41.,[29],>3x12.__,1,-1.754249930381775,1,False,"[3, 9]",2,27,False,False,1,0.5
40,False,55,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5.,0,-1.117997646331787,4,False,"[2, 2, 2, 5]",4,40,True,True,4,1.0
40,False,55,>2x2x2x5.,"[2, 2, 2, 5]",>555.____,1,-2.1589202880859375,4,False,[285],1,285,False,False,0,0.0
54,False,105,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3.,0,-0.7924235463142395,4,False,"[2, 3, 3, 3]",4,54,True,True,4,1.0
54,False,105,>2x3x3x3.,"[2, 3, 3, 3]",>1055.___,1,-1.5812691450119019,4,False,[383],1,383,False,False,1,1.0
68,False,125,>2x2x23.,"[2, 2, 17]",>2x2x23.,0,-1.2900551557540894,3,False,"[2, 2, 17]",3,68,True,True,3,1.0
68,False,125,>2x2x23.,"[2, 2, 17]",>2x3x14.,1,-2.1227355003356934,3,False,"[2, 3, 11]",3,66,False,False,3,1.0
