target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,14,>3x3.,"[3, 3]",>2x2x2x2x3,0,-1.6949145793914795,2,False,"[2, 2, 2, 2, 3]",5,48.0,False,False,5.0,1.0
9,False,14,>3x3.,"[3, 3]",>2x2x2x111,1,-2.42824125289917,2,False,"[2, 2, 2, 31]",4,248.0,False,False,4.0,1.0
10,False,20,>2x10.,"[2, 5]",>2x10,0,-0.6005511283874512,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,20,>2x10.,"[2, 5]",>20,1,-1.4181088209152222,2,True,[10],1,10.0,True,False,0.0,0.0
15,False,30,>3x10.,"[3, 5]",>3x10,0,-1.1112780570983887,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
15,False,30,>3x10.,"[3, 5]",>2x2x3x12,1,-2.1347076892852783,2,False,"[2, 2, 3, 7]",4,84.0,False,False,4.0,1.0
19,True,34,>34.,[19],>34,0,-1.5621919631958008,1,True,[19],1,19.0,True,True,1.0,1.0
19,True,34,>34.,[19],>2x2x2x2x2x3,1,-1.5659621953964233,1,False,"[2, 2, 2, 2, 2, 3]",6,96.0,False,False,6.0,1.0
21,False,41,>3x12.,"[3, 7]",>41,0,-1.5276014804840088,2,True,[21],1,21.0,True,False,0.0,0.0
21,False,41,>3x12.,"[3, 7]",>2x2x2x23,1,-1.698708176612854,2,False,"[2, 2, 2, 13]",4,104.0,False,False,4.0,1.0
22,False,42,>2x21.,"[2, 11]",>2x21,0,-1.128056526184082,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,42,>2x21.,"[2, 11]",>2x2x2x2x12,1,-2.9286725521087646,2,False,"[2, 2, 2, 2, 7]",5,112.0,False,False,5.0,1.0
29,True,104,>104.,[29],>104,0,-1.728292465209961,1,True,[29],1,29.0,True,True,1.0,1.0
29,True,104,>104.,[29],>2x2x2x2x2,1,-2.5123870372772217,1,False,"[2, 2, 2, 2, 2]",5,32.0,False,False,5.0,1.0
40,False,130,>2x2x2x10.,"[2, 2, 2, 5]",>2x2x2x10,0,-0.9920530319213867,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
40,False,130,>2x2x2x10.,"[2, 2, 2, 5]",>2x401,1,-2.5073115825653076,4,False,"[2, 101]",2,202.0,False,False,2.0,1.0
54,False,204,>2x3x3x3.,"[2, 3, 3, 3]",>2x102,0,-1.0231791734695435,4,False,"[2, 27]",2,54.0,True,False,1.0,0.5
54,False,204,>2x3x3x3.,"[2, 3, 3, 3]",>204,1,-1.3989088535308838,4,True,[54],1,54.0,True,False,0.0,0.0
68,False,233,>2x2x32.,"[2, 2, 17]",>23,0,-1.715374231338501,3,False,[13],1,13.0,False,False,1.0,1.0
68,False,233,>2x2x32.,"[2, 2, 17]",>2x2x32,1,-2.099269151687622,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
70,False,240,>2x10x12.,"[2, 5, 7]",>10x241,0,-1.5249578952789307,3,False,"[5, 71]",2,355.0,False,False,2.0,1.0
70,False,240,>2x10x12.,"[2, 5, 7]",>2x2x3x10,1,-1.6334502696990967,3,False,"[2, 2, 3, 5]",4,60.0,False,False,4.0,1.0
72,False,242,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>242,0,-1.1989818811416626,5,True,[72],1,72.0,True,False,0.0,0.0
72,False,242,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x2x2x21,1,-3.3884472846984863,5,False,"[2, 2, 2, 2, 2, 11]",6,352.0,False,False,6.0,1.0
74,False,244,>2x122.,"[2, 37]",>244,0,-1.1378767490386963,2,True,[74],1,74.0,True,False,0.0,0.0
74,False,244,>2x122.,"[2, 37]",>2x2x333,1,-2.9720869064331055,2,False,"[2, 2, 93]",3,372.0,False,False,2.0,0.6666666666666666
91,False,331,>12x23.,"[7, 13]",>331,0,-1.4061859846115112,2,True,[91],1,91.0,True,False,0.0,0.0
91,False,331,>12x23.,"[7, 13]",>2x2x2x21,1,-2.3041932582855225,2,False,"[2, 2, 2, 11]",4,88.0,False,False,4.0,1.0
100,False,400,>2x2x10x10.,"[2, 2, 5, 5]",>2x2x10x10,0,-0.8554854393005371,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,400,>2x2x10x10.,"[2, 2, 5, 5]",>3x10x111,1,-1.743461012840271,4,False,"[3, 5, 31]",3,465.0,False,False,3.0,1.0
105,False,410,>3x10x12.,"[3, 5, 7]",>2x2x10x10,0,-1.1196390390396118,3,False,"[2, 2, 5, 5]",4,100.0,False,False,4.0,1.0
105,False,410,>3x10x12.,"[3, 5, 7]",>3x10x12,1,-1.7847638130187988,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
111,False,421,>3x122.,"[3, 37]",>2x2103,0,-1.5525776147842407,2,False,"[2, 278]",2,556.0,False,False,1.0,0.5
111,False,421,>3x122.,"[3, 37]",>2x2x2x2x12,1,-2.749894380569458,2,False,"[2, 2, 2, 2, 7]",5,112.0,False,False,5.0,1.0
113,True,423,>423.,[113],>2x21,0,-1.661622405052185,1,False,"[2, 11]",2,22.0,False,False,2.0,1.0
113,True,423,>423.,[113],>2x2x2x2x2x3,1,-3.3557260036468506,1,False,"[2, 2, 2, 2, 2, 3]",6,96.0,False,False,6.0,1.0
116,False,431,>2x2x104.,"[2, 2, 29]",>431,0,-1.6699507236480713,3,True,[116],1,116.0,True,False,0.0,0.0
116,False,431,>2x2x104.,"[2, 2, 29]",>2x2x2x2x12,1,-2.710988998413086,3,False,"[2, 2, 2, 2, 7]",5,112.0,False,False,5.0,1.0
118,False,433,>2x214.,"[2, 59]",>433,0,-1.8174731731414795,2,True,[118],1,118.0,True,False,0.0,0.0
118,False,433,>2x214.,"[2, 59]",>2x2x2x2x2x3,1,-2.5437464714050293,2,False,"[2, 2, 2, 2, 2, 3]",6,96.0,False,False,6.0,1.0
120,False,440,>2x2x2x3x10.,"[2, 2, 2, 3, 5]",>2x2x2x3x10,0,-2.0340523719787598,5,False,"[2, 2, 2, 3, 5]",5,120.0,True,True,5.0,1.0
120,False,440,>2x2x2x3x10.,"[2, 2, 2, 3, 5]",>10x44,1,-2.0477192401885986,5,False,"[5, 24]",2,120.0,True,False,1.0,0.5
124,False,444,>2x2x111.,"[2, 2, 31]",>444,0,-1.646299958229065,3,True,[124],1,124.0,True,False,0.0,0.0
124,False,444,>2x2x111.,"[2, 2, 31]",>2x2x2x3x104,1,-3.197014808654785,3,False,"[2, 2, 2, 3, 29]",5,696.0,False,False,5.0,1.0
142,False,1032,>2x241.,"[2, 71]",>2x241,0,-1.6852139234542847,2,False,"[2, 71]",2,142.0,True,True,2.0,1.0
142,False,1032,>2x241.,"[2, 71]",>2x2x2x2x2x2x2,1,-4.356431007385254,2,False,"[2, 2, 2, 2, 2, 2, 2]",7,128.0,False,False,7.0,1.0
145,False,1040,>10x104.,"[5, 29]",>10x104,0,-1.3135348558425903,2,False,"[5, 29]",2,145.0,True,True,2.0,1.0
145,False,1040,>10x104.,"[5, 29]",>2x2x2x2x2x10,1,-3.2442071437835693,2,False,"[2, 2, 2, 2, 2, 5]",6,160.0,False,False,6.0,1.0
146,False,1041,>2x243.,"[2, 73]",>1041,0,-1.6771210432052612,2,True,[146],1,146.0,True,False,0.0,0.0
146,False,1041,>2x243.,"[2, 73]",>2x2x2x32,1,-2.9058544635772705,2,False,"[2, 2, 2, 17]",4,136.0,False,False,4.0,1.0
149,True,1044,>1044.,[149],>1044,0,-1.7235523462295532,1,True,[149],1,149.0,True,True,1.0,1.0
149,True,1044,>1044.,[149],>2x2x2x3x12,1,-2.6695446968078613,1,False,"[2, 2, 2, 3, 7]",5,168.0,False,False,5.0,1.0
151,True,1101,>1101.,[151],>2x300,0,-1.952486515045166,1,False,"[2, 75]",2,150.0,False,False,1.0,0.5
151,True,1101,>1101.,[151],>2x2x2x34,1,-2.19850492477417,1,False,"[2, 2, 2, 19]",4,152.0,False,False,4.0,1.0
153,False,1103,>3x3x32.,"[3, 3, 17]",>2x301,0,-1.672440767288208,3,False,"[2, 76]",2,152.0,False,False,1.0,0.5
153,False,1103,>3x3x32.,"[3, 3, 17]",>2x2x2x34,1,-2.3104820251464844,3,False,"[2, 2, 2, 19]",4,152.0,False,False,4.0,1.0
157,True,1112,>1112.,[157],>2x3x3x3x3,0,-2.3410754203796387,1,False,"[2, 3, 3, 3, 3]",5,162.0,False,False,5.0,1.0
157,True,1112,>1112.,[157],>2x2x2x3x12,1,-2.92173171043396,1,False,"[2, 2, 2, 3, 7]",5,168.0,False,False,5.0,1.0
158,False,1113,>2x304.,"[2, 79]",>2x304,0,-1.8187116384506226,2,False,"[2, 79]",2,158.0,True,True,2.0,1.0
158,False,1113,>2x304.,"[2, 79]",>2x2x2x3x12,1,-2.7761356830596924,2,False,"[2, 2, 2, 3, 7]",5,168.0,False,False,5.0,1.0
165,False,1130,>3x10x21.,"[3, 5, 11]",>10x113,0,-1.298530101776123,3,False,"[5, 33]",2,165.0,True,False,1.0,0.5
165,False,1130,>3x10x21.,"[3, 5, 11]",>2x2x2x2x2x10,1,-2.102461814880371,3,False,"[2, 2, 2, 2, 2, 5]",6,160.0,False,False,6.0,1.0
166,False,1131,>2x313.,"[2, 83]",>2x313,0,-1.8627591133117676,2,False,"[2, 83]",2,166.0,True,True,2.0,1.0
166,False,1131,>2x313.,"[2, 83]",>2x2x2x2x2x2,1,-3.705017566680908,2,False,"[2, 2, 2, 2, 2, 2]",6,64.0,False,False,6.0,1.0
167,True,1132,>1132.,[167],>2x3x3x3x3,0,-1.8772690296173096,1,False,"[2, 3, 3, 3, 3]",5,162.0,False,False,5.0,1.0
167,True,1132,>1132.,[167],>2x2x2x2x2,1,-3.0860400199890137,1,False,"[2, 2, 2, 2, 2]",5,32.0,False,False,5.0,1.0
179,True,1204,>1204.,[179],>2x324,0,-1.756373643875122,1,False,"[2, 89]",2,178.0,False,False,2.0,1.0
179,True,1204,>1204.,[179],>2x2x2x2x21,1,-2.750056266784668,1,False,"[2, 2, 2, 2, 11]",5,176.0,False,False,5.0,1.0
186,False,1221,>2x3x111.,"[2, 3, 31]",>2x333,0,-2.3271687030792236,3,False,"[2, 93]",2,186.0,True,False,1.0,0.5
186,False,1221,>2x3x111.,"[2, 3, 31]",>2x2x2x2x2x2,1,-3.939638376235962,3,False,"[2, 2, 2, 2, 2, 2]",6,64.0,False,False,6.0,1.0
195,False,1240,>3x10x23.,"[3, 5, 13]",>10x124,0,-1.2195004224777222,3,False,"[5, 39]",2,195.0,True,False,1.0,0.5
195,False,1240,>3x10x23.,"[3, 5, 13]",>2x2x2x2x2x10,1,-2.735583543777466,3,False,"[2, 2, 2, 2, 2, 5]",6,160.0,False,False,6.0,1.0
211,True,1321,>1321.,[211],>2x410,0,-1.9089365005493164,1,False,"[2, 105]",2,210.0,False,False,1.0,0.5
211,True,1321,>1321.,[211],>2x2x2x2x23,1,-2.8092517852783203,1,False,"[2, 2, 2, 2, 13]",5,208.0,False,False,5.0,1.0
212,False,1322,>2x2x203.,"[2, 2, 53]",>2x411,0,-1.9551405906677246,3,False,"[2, 106]",2,212.0,True,False,1.0,0.5
212,False,1322,>2x2x203.,"[2, 2, 53]",>2x2x2x2x23,1,-2.8658242225646973,3,False,"[2, 2, 2, 2, 13]",5,208.0,False,False,5.0,1.0
221,False,1341,>23x32.,"[13, 17]",>2x4203,0,-1.9981309175491333,2,False,"[2, 553]",2,1106.0,False,False,1.0,0.5
221,False,1341,>23x32.,"[13, 17]",>2x2x2x104,1,-3.0189218521118164,2,False,"[2, 2, 2, 29]",4,232.0,False,False,4.0,1.0
223,True,1343,>1343.,[223],>2x421,0,-1.8110772371292114,1,False,"[2, 111]",2,222.0,False,False,1.0,0.5
223,True,1343,>1343.,[223],>2x2x210,1,-2.0454065799713135,1,False,"[2, 2, 55]",3,220.0,False,False,2.0,0.6666666666666666
227,True,1402,>1402.,[227],>1402,0,-1.689766526222229,1,True,[227],1,227.0,True,True,1.0,1.0
227,True,1402,>1402.,[227],>2x2x2x2x2x2x2,1,-4.8215179443359375,1,False,"[2, 2, 2, 2, 2, 2, 2]",7,128.0,False,False,7.0,1.0
230,False,1410,>2x10x43.,"[2, 5, 23]",>10x141,0,-1.3457139730453491,3,False,"[5, 46]",2,230.0,True,False,1.0,0.5
230,False,1410,>2x10x43.,"[2, 5, 23]",>2x2x2x2x3x10,1,-2.2523257732391357,3,False,"[2, 2, 2, 2, 3, 5]",6,240.0,False,False,6.0,1.0
242,False,1432,>2x21x21.,"[2, 11, 11]",>1432,0,-1.718264102935791,3,True,[242],1,242.0,True,False,0.0,0.0
242,False,1432,>2x21x21.,"[2, 11, 11]",>2x2x2x2x3,1,-2.6954188346862793,3,False,"[2, 2, 2, 2, 3]",5,48.0,False,False,5.0,1.0
253,False,2003,>21x43.,"[11, 23]",>2x1001,0,-1.864058494567871,2,False,"[2, 126]",2,252.0,False,False,1.0,0.5
253,False,2003,>21x43.,"[11, 23]",>2x2x2x2x32,1,-3.2104623317718506,2,False,"[2, 2, 2, 2, 17]",5,272.0,False,False,5.0,1.0
256,False,2011,>2x2x2x2x2x2x2x2.,"[2, 2, 2, 2, 2, 2, 2, 2]",>2x1003,0,-1.2904926538467407,8,False,"[2, 128]",2,256.0,True,False,1.0,0.5
256,False,2011,>2x2x2x2x2x2x2x2.,"[2, 2, 2, 2, 2, 2, 2, 2]",>2011,1,-1.6261402368545532,8,True,[256],1,256.0,True,False,0.0,0.0
260,False,2020,>2x2x10x23.,"[2, 2, 5, 13]",>10x202,0,-1.4157769680023193,4,False,"[5, 52]",2,260.0,True,False,1.0,0.5
260,False,2020,>2x2x10x23.,"[2, 2, 5, 13]",>2x2x2x2x2x10,1,-4.143863677978516,4,False,"[2, 2, 2, 2, 2, 5]",6,160.0,False,False,6.0,1.0
265,False,2030,>10x203.,"[5, 53]",>10x203,0,-1.5512208938598633,2,False,"[5, 53]",2,265.0,True,True,2.0,1.0
265,False,2030,>10x203.,"[5, 53]",>2x2x2x2x3x10,1,-3.4698333740234375,2,False,"[2, 2, 2, 2, 3, 5]",6,240.0,False,False,6.0,1.0
272,False,2042,>2x2x2x2x32.,"[2, 2, 2, 2, 17]",>2042,0,-1.369588017463684,5,True,[272],1,272.0,True,False,0.0,0.0
272,False,2042,>2x2x2x2x32.,"[2, 2, 2, 2, 17]",>2x2x2x2x32,1,-3.5031094551086426,5,False,"[2, 2, 2, 2, 17]",5,272.0,True,True,5.0,1.0
273,False,2043,>3x12x23.,"[3, 7, 13]",>2043,0,-1.4650157690048218,3,True,[273],1,273.0,True,False,0.0,0.0
273,False,2043,>3x12x23.,"[3, 7, 13]",>2x2x2x2x2x2x2,1,-4.364943504333496,3,False,"[2, 2, 2, 2, 2, 2, 2]",7,128.0,False,False,7.0,1.0
