target_num,target_is_prime,input_string,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_same_as_target,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
9,False,13,>3x3.,"[3, 3]",>3x3,0,-0.1849086731672287,2,False,"[3, 3]",2,9.0,True,True,2.0,1.0
9,False,13,>3x3.,"[3, 3]",>3x3x11,1,-1.8726009130477905,2,False,"[3, 3, 7]",3,63.0,False,False,3.0,1.0
10,False,14,>2x5.,"[2, 5]",>2x5,0,-0.002242999617010355,2,False,"[2, 5]",2,10.0,True,True,2.0,1.0
10,False,14,>2x5.,"[2, 5]",>2x5x11,1,-6.783610820770264,2,False,"[2, 5, 7]",3,70.0,False,False,3.0,1.0
15,False,23,>3x5.,"[3, 5]",>3x5,0,-0.0012802050914615393,2,False,"[3, 5]",2,15.0,True,True,2.0,1.0
15,False,23,>3x5.,"[3, 5]",>3x5x,1,-7.536785125732422,2,False,[],0,,False,False,0.0,
19,True,31,>31.,[19],>31,0,-8.17757099866867e-05,1,True,[19],1,19.0,True,True,1.0,1.0
19,True,31,>31.,[19],>15,1,-10.479474067687988,1,False,[11],1,11.0,False,False,1.0,1.0
21,False,33,>3x11.,"[3, 7]",>3x11,0,-0.00046985020162537694,2,False,"[3, 7]",2,21.0,True,True,2.0,1.0
21,False,33,>3x11.,"[3, 7]",>3,1,-7.921196937561035,2,False,[3],1,3.0,False,False,1.0,1.0
22,False,34,>2x15.,"[2, 11]",>2x15,0,-0.0004601854598149657,2,False,"[2, 11]",2,22.0,True,True,2.0,1.0
22,False,34,>2x15.,"[2, 11]",>2x155,1,-7.869846820831299,2,False,"[2, 71]",2,142.0,False,False,2.0,1.0
29,True,45,>45.,[29],>45,0,-0.00011825327237602323,1,True,[29],1,29.0,True,True,1.0,1.0
29,True,45,>45.,[29],>451,1,-9.210458755493164,1,False,[175],1,175.0,False,False,0.0,0.0
40,False,104,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x45,0,-0.6323933601379395,4,False,"[2, 2, 2, 29]",4,232.0,False,False,4.0,1.0
40,False,104,>2x2x2x5.,"[2, 2, 2, 5]",>2x2x2x5,1,-0.7615811228752136,4,False,"[2, 2, 2, 5]",4,40.0,True,True,4.0,1.0
54,False,130,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3,0,-0.33045053482055664,4,False,"[2, 3, 3, 3]",4,54.0,True,True,4.0,1.0
54,False,130,>2x3x3x3.,"[2, 3, 3, 3]",>2x3x3x3x11,1,-1.61128830909729,4,False,"[2, 3, 3, 3, 7]",5,378.0,False,False,5.0,1.0
68,False,152,>2x2x25.,"[2, 2, 17]",>2x2x25,0,-5.161714943824336e-05,3,False,"[2, 2, 17]",3,68.0,True,True,3.0,1.0
68,False,152,>2x2x25.,"[2, 2, 17]",>2x2x251,1,-9.210391998291016,3,False,"[2, 2, 103]",3,412.0,False,False,3.0,1.0
70,False,154,>2x5x11.,"[2, 5, 7]",>2x5x11,0,-0.0003587982791941613,3,False,"[2, 5, 7]",3,70.0,True,True,3.0,1.0
70,False,154,>2x5x11.,"[2, 5, 7]",>2x5x111,1,-8.76429557800293,3,False,"[2, 5, 43]",3,430.0,False,False,3.0,1.0
72,False,200,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3,0,-0.04080994799733162,5,False,"[2, 2, 2, 3, 3]",5,72.0,True,True,5.0,1.0
72,False,200,>2x2x2x3x3.,"[2, 2, 2, 3, 3]",>2x2x2x3x3x3,1,-3.310187339782715,5,False,"[2, 2, 2, 3, 3, 3]",6,216.0,False,False,6.0,1.0
74,False,202,>2x101.,"[2, 37]",>2x101,0,-0.0003010957152582705,2,False,"[2, 37]",2,74.0,True,True,2.0,1.0
74,False,202,>2x101.,"[2, 37]",>2x21x21,1,-9.042040824890137,2,False,"[2, 13, 13]",3,338.0,False,False,3.0,1.0
91,False,231,>11x21.,"[7, 13]",>11x21,0,-0.08688866347074509,2,False,"[7, 13]",2,91.0,True,True,2.0,1.0
91,False,231,>11x21.,"[7, 13]",>231,1,-2.504936456680298,2,True,[91],1,91.0,True,False,0.0,0.0
100,False,244,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x5,0,-0.00021408537577372044,4,False,"[2, 2, 5, 5]",4,100.0,True,True,4.0,1.0
100,False,244,>2x2x5x5.,"[2, 2, 5, 5]",>2x2x5x51,1,-9.210554122924805,4,False,"[2, 2, 5, 31]",4,620.0,False,False,4.0,1.0
105,False,253,>3x5x11.,"[3, 5, 7]",>3x5x11,0,-0.0003270952729508281,3,False,"[3, 5, 7]",3,105.0,True,True,3.0,1.0
105,False,253,>3x5x11.,"[3, 5, 7]",>3x5,1,-9.187751770019531,3,False,"[3, 5]",2,15.0,False,False,2.0,1.0
111,False,303,>3x101.,"[3, 37]",>3x101,0,-0.00011920707765966654,2,False,"[3, 37]",2,111.0,True,True,2.0,1.0
111,False,303,>3x101.,"[3, 37]",>3x1011,1,-9.21045970916748,2,False,"[3, 223]",2,669.0,False,False,2.0,1.0
113,True,305,>305.,[113],>305,0,-0.0001840424520196393,1,True,[113],1,113.0,True,True,1.0,1.0
113,True,305,>305.,[113],>15x15,1,-8.697041511535645,1,False,"[11, 11]",2,121.0,False,False,2.0,1.0
116,False,312,>2x2x45.,"[2, 2, 29]",>2x2x45,0,-2.9206192266428843e-05,3,False,"[2, 2, 29]",3,116.0,True,True,3.0,1.0
116,False,312,>2x2x45.,"[2, 2, 29]",>2,1,-12.238706588745117,3,False,[2],1,2.0,False,False,1.0,1.0
